"step","upsteramPressure_Re1213"
0.0,4.0095053
1000.0,-0.31007078
2000.0,-0.35352802
3000.0,-0.42248747
6000.0,0.44134873151779175
8000.0,1.4249310493469238
10000.0,2.122286558151245
12000.0,2.3529067039489746
14000.0,2.3853490352630615
16000.0,2.3847498893737793
18000.0,2.349120616912842
20000.0,2.3551583290100098
22000.0,2.373009204864502
24000.0,2.3513777256011963
26000.0,2.354799509048462
28000.0,2.3962903022766113
30000.0,2.399068832397461
32000.0,2.225388526916504
34000.0,2.4132471084594727
36000.0,2.3772270679473877
38000.0,2.4494571685791016
40000.0,2.3894858360290527
42000.0,2.3944506645202637
44000.0,2.423811912536621
46000.0,2.375497817993164
48000.0,2.357870578765869
50000.0,2.368633508682251
52000.0,2.317317485809326
54000.0,2.354353427886963
56000.0,2.3879432678222656
58000.0,2.3922924995422363
60000.0,2.34869384765625
62000.0,2.332916736602783
64000.0,2.353440523147583
66000.0,2.321072578430176
68000.0,2.34755802154541
70000.0,2.341719627380371
72000.0,2.3437235355377197
74000.0,2.220876455307007
76000.0,2.3168816566467285
78000.0,2.2729578018188477
80000.0,2.1490297317504883
82000.0,2.3624510765075684
84000.0,2.360478401184082
86000.0,2.297534704208374
88000.0,2.3024368286132812
90000.0,2.2482171058654785
92000.0,2.2795767784118652
94000.0,2.3062744140625
96000.0,2.3055002689361572
98000.0,2.3090038299560547
100000.0,2.2789766788482666
102000.0,2.3444292545318604
104000.0,2.2740840911865234
106000.0,2.2827699184417725
108000.0,2.261415719985962
110000.0,2.245377779006958
112000.0,2.2907636165618896
114000.0,2.2805423736572266
116000.0,2.2776691913604736
118000.0,2.2512574195861816
120000.0,2.309175491333008
122000.0,2.2864623069763184
124000.0,2.24772310256958
126000.0,2.2880918979644775
128000.0,2.1717917919158936
130000.0,2.250763177871704
132000.0,2.256105422973633
134000.0,2.207500696182251
136000.0,2.2474863529205322
138000.0,2.2807273864746094
140000.0,2.257627010345459
142000.0,2.258584499359131
144000.0,2.308566093444824
146000.0,2.2571325302124023
148000.0,2.230117082595825
150000.0,2.2215030193328857
152000.0,2.2077476978302
154000.0,2.2179884910583496
156000.0,2.225277900695801
158000.0,2.211639881134033
160000.0,2.214876651763916
162000.0,2.2086713314056396
166000.0,2.24727201461792
168000.0,2.216784954071045
170000.0,2.2110602855682373
172000.0,2.2069430351257324
174000.0,2.2074227333068848
176000.0,2.204328775405884
178000.0,2.2005186080932617
180000.0,2.1879708766937256
182000.0,2.1912178993225098
184000.0,2.1939103603363037
186000.0,2.183615207672119
188000.0,2.1833138465881348
190000.0,2.173476219177246
192000.0,2.1389975547790527
194000.0,2.169853687286377
196000.0,2.156510591506958
198000.0,2.1610422134399414
200000.0,2.13411283493042
202000.0,2.1654953956604004
204000.0,2.1517937183380127
206000.0,2.1400146484375
208000.0,2.1424760818481445
210000.0,2.1494832038879395
212000.0,2.132819175720215
214000.0,2.1479532718658447
216000.0,2.1341893672943115
218000.0,2.135300874710083
220000.0,2.128045082092285
222000.0,2.1271958351135254
224000.0,2.1199936866760254
226000.0,2.1196789741516113
228000.0,2.0999269485473633
230000.0,2.1200785636901855
232000.0,2.1099424362182617
234000.0,2.1066668033599854
236000.0,2.0976290702819824
238000.0,2.0917067527770996
240000.0,2.1026113033294678
242000.0,2.0971717834472656
244000.0,2.0850000381469727
246000.0,2.086857318878174
248000.0,2.0632903575897217
250000.0,2.09304141998291
252000.0,2.084977388381958
254000.0,2.07446551322937
256000.0,2.080322504043579
258000.0,2.0752108097076416
260000.0,2.072488307952881
262000.0,2.073406934738159
264000.0,2.067342519760132
266000.0,2.063324451446533
268000.0,2.063544750213623
270000.0,2.0612945556640625
272000.0,2.0534181594848633
274000.0,2.0470712184906006
276000.0,2.0579090118408203
278000.0,2.050963878631592
280000.0,2.0489583015441895
282000.0,2.0462374687194824
284000.0,2.038839817047119
286000.0,2.041811466217041
288000.0,2.0384602546691895
290000.0,2.0386276245117188
292000.0,2.0350728034973145
294000.0,2.034414052963257
296000.0,2.021151542663574
298000.0,2.030308246612549
300000.0,2.025852680206299
302000.0,2.022683620452881
304000.0,2.022076368331909
306000.0,2.0207791328430176
308000.0,2.0153493881225586
310000.0,2.014094829559326
312000.0,2.012910842895508
314000.0,2.010183811187744
316000.0,2.0105884075164795
318000.0,2.0086865425109863
320000.0,2.0080676078796387
322000.0,2.0028841495513916
324000.0,2.0002574920654297
326000.0,1.9983649253845215
328000.0,1.9994568824768066
330000.0,1.9942113161087036
332000.0,1.995639443397522
334000.0,1.9938658475875854
336000.0,1.9872064590454102
338000.0,1.9882841110229492
340000.0,1.9873754978179932
342000.0,1.9867973327636719
344000.0,1.9838999509811401
346000.0,1.985177993774414
348000.0,1.9815983772277832
350000.0,1.981231927871704
352000.0,1.9792120456695557
354000.0,1.9770439863204956
356000.0,1.976317286491394
358000.0,1.9749946594238281
360000.0,1.974920630455017
362000.0,1.97249174118042
364000.0,1.970606803894043
366000.0,1.9690790176391602
368000.0,1.9674479961395264
370000.0,1.9664069414138794
372000.0,1.9656693935394287
374000.0,1.9636945724487305
376000.0,1.962972640991211
378000.0,1.9609131813049316
380000.0,1.9610594511032104
382000.0,1.9584143161773682
384000.0,1.9578561782836914
386000.0,1.9583038091659546
388000.0,1.956215262413025
390000.0,1.954345941543579
392000.0,1.9544745683670044
394000.0,1.9533090591430664
396000.0,1.9521434307098389
398000.0,1.951094150543213
400000.0,1.9497992992401123
402000.0,1.94907808303833
404000.0,1.9488489627838135
406000.0,1.9484093189239502
408000.0,1.9462854862213135
410000.0,1.9463489055633545
412000.0,1.9448349475860596
414000.0,1.9423635005950928
416000.0,1.9423002004623413
418000.0,1.9409105777740479
420000.0,1.9408528804779053
422000.0,1.9403204917907715
424000.0,1.9393770694732666
426000.0,1.9387283325195312
428000.0,1.9374674558639526
430000.0,1.9389533996582031
432000.0,1.93563973903656
434000.0,1.9356882572174072
436000.0,1.9351353645324707
438000.0,1.9348831176757812
440000.0,1.9341329336166382
442000.0,1.9335161447525024
444000.0,1.931567907333374
446000.0,1.9326081275939941
448000.0,1.9314212799072266
450000.0,1.9301632642745972
452000.0,1.9312599897384644
