"step","downstreamPressure_DP166_797.500-0.940-0.350-9.268-1.617-6.252-=1.61743"
0.0,0.1850203
1000.0,0.004645664
2000.0,-0.0072783977
3000.0,0.0002906638
4000.0,0.0066901655
5000.0,-0.0050137434
6000.0,-0.009609724
7000.0,-0.0035088677
8000.0,0.015452545
9000.0,-0.03082409
10000.0,0.00318588
11000.0,0.08058587
12000.0,0.13527195
13000.0,0.044967502
14000.0,0.09560266
15000.0,0.14532797
16000.0,0.10161201
17000.0,0.103636056
18000.0,0.13858402
19000.0,0.13866457
20000.0,0.17768723
21000.0,-0.04792045056819916
22000.0,-0.00037937407614663243
23000.0,0.10141058266162872
24000.0,0.1980351358652115
25000.0,0.25458505749702454
26000.0,0.3387036919593811
27000.0,0.44916588068008423
28000.0,0.5317028760910034
29000.0,0.6106491088867188
30000.0,0.7075484991073608
31000.0,0.8038262128829956
32000.0,0.9685574769973755
33000.0,1.057443618774414
34000.0,1.189150094985962
35000.0,1.3122764825820923
36000.0,1.4246406555175781
37000.0,1.558853030204773
38000.0,1.7094714641571045
39000.0,1.8032855987548828
40000.0,1.8887330293655396
41000.0,1.9825987815856934
42000.0,2.0083765983581543
43000.0,2.1117615699768066
44000.0,2.1305716037750244
45000.0,2.218514919281006
46000.0,2.0694313049316406
47000.0,2.2706058025360107
48000.0,2.46429181098938
49000.0,2.5328688621520996
50000.0,2.3323569297790527
51000.0,2.6166880130767822
52000.0,2.6578688621520996
53000.0,2.7240476608276367
54000.0,2.6956305503845215
55000.0,2.697821855545044
56000.0,2.796433687210083
57000.0,2.7971787452697754
58000.0,2.8463730812072754
59000.0,2.964646100997925
60000.0,2.9115164279937744
61000.0,3.044936180114746
62000.0,3.017256259918213
63000.0,2.961601734161377
64000.0,2.7457447052001953
65000.0,2.996612071990967
66000.0,3.090545415878296
67000.0,3.0185022354125977
68000.0,2.978163003921509
69000.0,3.038682460784912
70000.0,3.036722421646118
71000.0,2.7823667526245117
72000.0,3.016364812850952
73000.0,3.072567939758301
74000.0,3.0676116943359375
75000.0,3.0276193618774414
76000.0,3.063455581665039
77000.0,3.0801358222961426
78000.0,3.0263733863830566
79000.0,3.0558457374572754
80000.0,3.079052686691284
81000.0,3.1008129119873047
82000.0,3.0530545711517334
83000.0,3.021250009536743
84000.0,3.002077102661133
85000.0,3.0429577827453613
86000.0,2.9897115230560303
87000.0,3.047703742980957
88000.0,2.9844894409179688
89000.0,2.987588405609131
90000.0,3.0382304191589355
91000.0,3.0068390369415283
92000.0,3.0027031898498535
93000.0,2.9811558723449707
94000.0,2.8414816856384277
95000.0,2.921238899230957
96000.0,2.9901986122131348
97000.0,2.980315685272217
98000.0,2.94600772857666
99000.0,2.9574780464172363
100000.0,2.944699764251709
101000.0,2.899319648742676
102000.0,2.906486988067627
103000.0,2.8973336219787598
104000.0,2.858851432800293
105000.0,2.871866226196289
106000.0,2.8439764976501465
107000.0,2.8295953273773193
108000.0,2.8445370197296143
109000.0,2.8190438747406006
110000.0,2.8264834880828857
111000.0,2.8038463592529297
112000.0,2.800607681274414
113000.0,2.811758041381836
114000.0,2.782226085662842
115000.0,2.7983744144439697
116000.0,2.74167537689209
117000.0,2.7635464668273926
118000.0,2.726496458053589
119000.0,2.756178379058838
120000.0,2.6515791416168213
121000.0,2.7070324420928955
122000.0,2.732131004333496
123000.0,2.713644027709961
124000.0,2.6890716552734375
125000.0,2.695373058319092
126000.0,2.6630146503448486
127000.0,2.670877456665039
128000.0,2.6697885990142822
129000.0,2.635341167449951
130000.0,2.5901129245758057
131000.0,2.649911880493164
132000.0,2.5911800861358643
133000.0,2.6173527240753174
134000.0,2.6135988235473633
135000.0,2.5257933139801025
136000.0,2.5812320709228516
137000.0,2.5755515098571777
138000.0,2.598726272583008
139000.0,2.533787250518799
140000.0,2.5571370124816895
141000.0,2.5380043983459473
142000.0,2.572216749191284
143000.0,2.5405941009521484
144000.0,2.4966092109680176
145000.0,2.51345157623291
146000.0,2.5223143100738525
147000.0,2.456331253051758
148000.0,2.479426622390747
149000.0,2.519242525100708
150000.0,2.4849305152893066
151000.0,2.4826343059539795
152000.0,2.4682369232177734
153000.0,2.4577763080596924
154000.0,2.4216713905334473
155000.0,2.423936128616333
156000.0,2.4340591430664062
157000.0,2.4416744709014893
158000.0,2.445868730545044
159000.0,2.429776668548584
160000.0,2.445389747619629
161000.0,2.431462287902832
162000.0,2.390812635421753
163000.0,2.398301362991333
164000.0,2.3939473628997803
165000.0,2.366420269012451
166000.0,2.3605847358703613
167000.0,2.3695626258850098
168000.0,2.3250973224639893
169000.0,2.366776466369629
170000.0,2.364098310470581
171000.0,2.3702073097229004
172000.0,2.355135917663574
173000.0,2.337475299835205
174000.0,2.349324941635132
175000.0,2.3361124992370605
176000.0,2.3353183269500732
177000.0,2.275219440460205
178000.0,2.329634428024292
179000.0,2.3153514862060547
180000.0,2.3123998641967773
181000.0,2.3167214393615723
182000.0,2.2840986251831055
183000.0,2.281677484512329
184000.0,2.2382936477661133
185000.0,2.2800216674804688
186000.0,2.291335105895996
187000.0,2.2697386741638184
188000.0,2.2713637351989746
189000.0,2.272146701812744
190000.0,2.2666118144989014
191000.0,2.254927635192871
192000.0,2.24994158744812
193000.0,2.2427818775177
194000.0,2.2365825176239014
195000.0,2.229879856109619
196000.0,2.241820812225342
197000.0,2.2308356761932373
198000.0,2.2256975173950195
199000.0,2.2179720401763916
200000.0,2.218183994293213
201000.0,2.2241878509521484
202000.0,2.220329761505127
203000.0,2.2169137001037598
204000.0,2.205288887023926
205000.0,2.202805280685425
206000.0,2.206066131591797
207000.0,2.1999621391296387
208000.0,2.1842708587646484
209000.0,2.181887149810791
210000.0,2.1686272621154785
211000.0,2.1861109733581543
212000.0,2.1663217544555664
213000.0,2.1863958835601807
214000.0,2.179600715637207
215000.0,2.1672823429107666
216000.0,2.1623029708862305
217000.0,2.1646361351013184
218000.0,2.164091110229492
219000.0,2.1493752002716064
220000.0,2.148566246032715
221000.0,2.1551432609558105
222000.0,2.1506423950195312
223000.0,2.134732246398926
224000.0,2.1422033309936523
225000.0,2.1494140625
226000.0,2.141136884689331
227000.0,2.126758098602295
228000.0,2.1199798583984375
229000.0,2.130479335784912
230000.0,2.132680892944336
231000.0,2.1133930683135986
232000.0,2.1204073429107666
233000.0,2.1262083053588867
234000.0,2.1173593997955322
235000.0,2.111689567565918
236000.0,2.104951858520508
237000.0,2.095738172531128
238000.0,2.097982406616211
239000.0,2.0948469638824463
240000.0,2.0999536514282227
241000.0,2.089446544647217
242000.0,2.0888280868530273
243000.0,2.089724540710449
244000.0,2.0881383419036865
245000.0,2.0834786891937256
246000.0,2.09572434425354
247000.0,2.078970193862915
248000.0,2.073544502258301
249000.0,2.0704593658447266
250000.0,2.0694739818573
251000.0,2.071233034133911
252000.0,2.0794918537139893
253000.0,2.0697827339172363
254000.0,2.0715599060058594
255000.0,2.0669400691986084
256000.0,2.0565786361694336
257000.0,2.050823211669922
258000.0,2.057344436645508
259000.0,2.055680274963379
260000.0,2.0550053119659424
261000.0,2.0512356758117676
262000.0,2.046175956726074
263000.0,2.0510847568511963
264000.0,2.0423998832702637
265000.0,2.051708936691284
266000.0,2.035997152328491
267000.0,2.0393967628479004
268000.0,2.0322694778442383
269000.0,2.035712242126465
270000.0,2.0425896644592285
271000.0,2.0416972637176514
272000.0,2.0305066108703613
273000.0,2.033308744430542
274000.0,2.0291218757629395
275000.0,2.0291342735290527
276000.0,2.0300168991088867
277000.0,2.030714988708496
278000.0,2.0216684341430664
279000.0,2.022113800048828
280000.0,2.022714614868164
281000.0,2.0273518562316895
282000.0,2.0207695960998535
283000.0,2.022736072540283
284000.0,2.0219309329986572
285000.0,2.0163936614990234
286000.0,2.0171663761138916
287000.0,2.0144031047821045
288000.0,2.012096643447876
289000.0,2.008023738861084
290000.0,2.0064659118652344
291000.0,2.008578062057495
292000.0,2.0082712173461914
293000.0,1.9997847080230713
294000.0,1.9944844245910645
295000.0,1.9905672073364258
296000.0,1.9983739852905273
297000.0,1.9907610416412354
298000.0,1.9925669431686401
299000.0,1.9947208166122437
300000.0,1.9883097410202026
