"step","downstreamPressure_DP168_122,50-0,46-0,39=8.68628"
0.0,-0.080116495
1000.0,0.025798671
2000.0,0.08103269
3000.0,0.24429786
4000.0,0.49492547
5000.0,0.67174685
6000.0,0.85664994
7000.0,1.7016741
8000.0,2.1831908
9000.0,2.0191314
10000.0,2.4593427
11000.0,2.4208004
12000.0,2.2824225
13000.0,2.8246708
14000.0,2.7433257
15000.0,2.9116921
16000.0,2.818032
17000.0,2.8551466
18000.0,3.0104833
19000.0,2.8289125
20000.0,3.0169163
21000.0,3.0647705
22000.0,3.0403056
23000.0,3.0359986
24000.0,3.488953
25000.0,3.1537755
26000.0,3.645833
27000.0,3.5929255
28000.0,3.762439
29000.0,3.793697
30000.0,3.6172776
31000.0,4.1406984
32000.0,4.0411024
33000.0,4.3046064
34000.0,4.409176
35000.0,4.1551247
36000.0,4.373498
37000.0,4.5038085
38000.0,4.605954
39000.0,4.8066998
40000.0,4.5750427
41000.0,4.806278
42000.0,5.057639
43000.0,5.063122
44000.0,5.230324
45000.0,5.1730776
46000.0,5.2233906
47000.0,5.2965584
48000.0,5.3776298
49000.0,5.3588514
50000.0,5.4763203
51000.0,5.362436
52000.0,5.5575466
53000.0,5.5633507
54000.0,5.704673
55000.0,5.619158
56000.0,5.672167
57000.0,5.595821
58000.0,5.5817423
59000.0,5.7013845
60000.0,5.943314
61000.0,5.987735
62000.0,5.807619
63000.0,5.8754287
64000.0,5.8110237
65000.0,6.0341682
66000.0,5.9483223
67000.0,6.065796
68000.0,6.0036397
69000.0,6.153262
70000.0,6.1525917
71000.0,6.165733
72000.0,6.1056633
73000.0,6.2430406
74000.0,6.218285
75000.0,6.381525
76000.0,6.30909
77000.0,6.405906
78000.0,6.3757124
79000.0,6.292954
80000.0,6.399984
81000.0,6.3844566
82000.0,6.4104548
83000.0,6.4666295
84000.0,6.5577936
85000.0,6.641239
86000.0,6.5967503
87000.0,6.6129985
88000.0,6.609474
89000.0,6.595155
90000.0,6.6402225
91000.0,6.6953263
92000.0,6.6841416
93000.0,6.7585564
94000.0,6.8558598
95000.0,6.825478
96000.0,6.831704
97000.0,6.9008727
98000.0,6.879377
99000.0,6.9483194
100000.0,6.9148746
101000.0,6.914373397827148
102000.0,7.0125532150268555
103000.0,7.075832843780518
104000.0,7.018710136413574
105000.0,6.990616798400879
106000.0,7.082052230834961
107000.0,7.00341796875
108000.0,7.064799785614014
109000.0,7.05667781829834
110000.0,7.157774925231934
111000.0,7.1638078689575195
112000.0,7.018099784851074
113000.0,7.188401222229004
114000.0,7.119427680969238
115000.0,7.213702201843262
116000.0,7.278119087219238
117000.0,7.281085968017578
118000.0,7.271978378295898
119000.0,7.295217037200928
120000.0,7.2756547927856445
121000.0,7.313886642456055
122000.0,7.453428268432617
123000.0,7.416913032531738
124000.0,7.338126182556152
125000.0,7.463710308074951
126000.0,7.4222846031188965
127000.0,7.397281169891357
128000.0,7.430649280548096
129000.0,7.380496501922607
130000.0,7.285696029663086
131000.0,7.509766578674316
132000.0,7.4341535568237305
133000.0,7.511940002441406
134000.0,7.493231773376465
135000.0,7.531091690063477
136000.0,7.606993675231934
137000.0,7.49676513671875
138000.0,7.517063617706299
139000.0,7.524036407470703
140000.0,7.530695915222168
141000.0,7.566564559936523
142000.0,7.6394171714782715
143000.0,7.5902252197265625
144000.0,7.677977561950684
145000.0,7.628468990325928
146000.0,7.6148681640625
147000.0,7.703130722045898
148000.0,7.6473588943481445
149000.0,7.6976447105407715
150000.0,7.675386905670166
151000.0,7.663907051086426
152000.0,7.690011024475098
153000.0,7.668768405914307
154000.0,7.758445739746094
