"step","upsteramPressureTot_Re1213"
0.0,3.5540671
2000.0,3.5578017
4000.0,3.5575733
6000.0,3.5577223
8000.0,3.557703
10000.0,3.5578175
12000.0,3.5579643
14000.0,3.5580177
16000.0,3.5577166
18000.0,3.5578604
20000.0,3.5578306
22000.0,3.557551
24000.0,3.5575793
26000.0,3.5577917
28000.0,3.5305566787719727
30000.0,3.530224323272705
2000.0,3.040860176086426
4000.0,3.259880304336548
6000.0,3.3259918689727783
8000.0,3.3193883895874023
10000.0,3.3169026374816895
12000.0,3.310242176055908
14000.0,3.310251235961914
16000.0,3.3019137382507324
18000.0,3.3111605644226074
20000.0,3.313814878463745
22000.0,3.2960124015808105
24000.0,3.31642484664917
26000.0,3.3159797191619873
28000.0,3.3180227279663086
30000.0,3.320603370666504
32000.0,3.3156423568725586
34000.0,3.3206675052642822
36000.0,3.3183486461639404
38000.0,3.3164517879486084
40000.0,3.3149452209472656
42000.0,3.319187641143799
44000.0,3.319819927215576
46000.0,3.3082354068756104
48000.0,3.3264694213867188
50000.0,3.319864273071289
52000.0,3.3196659088134766
54000.0,3.3192403316497803
56000.0,3.320722818374634
58000.0,3.3200156688690186
60000.0,3.318087100982666
62000.0,3.3203394412994385
64000.0,3.3194026947021484
66000.0,3.3195018768310547
68000.0,3.320784568786621
70000.0,3.3183178901672363
72000.0,3.316073417663574
74000.0,3.320220947265625
76000.0,3.316405773162842
78000.0,3.3192172050476074
80000.0,3.3209540843963623
82000.0,3.31668758392334
84000.0,3.3184595108032227
86000.0,3.317408800125122
88000.0,3.319350242614746
90000.0,3.313511848449707
92000.0,3.318786382675171
94000.0,3.317352771759033
96000.0,3.3167076110839844
98000.0,3.3184738159179688
100000.0,3.316898822784424
102000.0,3.317920207977295
104000.0,3.3168745040893555
106000.0,3.3170552253723145
108000.0,3.3171024322509766
110000.0,3.317086696624756
112000.0,3.3170814514160156
114000.0,3.316373825073242
116000.0,3.3162283897399902
118000.0,3.316689968109131
120000.0,3.3169174194335938
122000.0,3.3169455528259277
124000.0,3.3173341751098633
126000.0,3.3141896724700928
128000.0,3.313495635986328
130000.0,3.314375638961792
132000.0,3.3137388229370117
134000.0,3.315688133239746
136000.0,3.3144068717956543
138000.0,3.3148016929626465
140000.0,3.3147716522216797
142000.0,3.3150789737701416
144000.0,3.314237594604492
146000.0,3.3141140937805176
148000.0,3.314971923828125
150000.0,3.3150930404663086
152000.0,3.3150529861450195
154000.0,3.3144867420196533
156000.0,3.314743995666504
158000.0,3.3171982765197754
160000.0,3.313724994659424
162000.0,3.3151233196258545
164000.0,3.3129043579101562
166000.0,3.3136544227600098
168000.0,3.3129703998565674
170000.0,3.3148536682128906
172000.0,3.3143088817596436
174000.0,3.313998222351074
176000.0,3.3135030269622803
178000.0,3.3137900829315186
180000.0,3.314023017883301
182000.0,3.313201427459717
184000.0,3.3135528564453125
186000.0,3.3136963844299316
188000.0,3.312431573867798
190000.0,3.3133392333984375
192000.0,3.3133177757263184
194000.0,3.3138582706451416
196000.0,3.3136911392211914
198000.0,3.31295108795166
200000.0,3.313161849975586
202000.0,3.312962055206299
204000.0,3.312446117401123
206000.0,3.3136706352233887
208000.0,3.314216136932373
210000.0,3.3137049674987793
212000.0,3.3133270740509033
214000.0,3.3143813610076904
216000.0,3.313974618911743
218000.0,3.3140950202941895
220000.0,3.313572883605957
222000.0,3.313448429107666
224000.0,3.313904047012329
226000.0,3.3144278526306152
228000.0,3.3137378692626953
230000.0,3.3143017292022705
232000.0,3.3139853477478027
234000.0,3.313539981842041
236000.0,3.3136682510375977
238000.0,3.3128292560577393
240000.0,3.3132243156433105
242000.0,3.313920497894287
244000.0,3.313286066055298
246000.0,3.313202142715454
248000.0,3.313225507736206
250000.0,3.3130922317504883
252000.0,3.3136420249938965
254000.0,3.3130240440368652
256000.0,3.3135437965393066
258000.0,3.313206434249878
260000.0,3.3130693435668945
262000.0,3.3132505416870117
264000.0,3.3133695125579834
266000.0,3.313725471496582
268000.0,3.3139944076538086
270000.0,3.3137032985687256
272000.0,3.313229560852051
274000.0,3.313805103302002
276000.0,3.312981605529785
278000.0,3.3126111030578613
280000.0,3.3135433197021484
282000.0,3.3128035068511963
284000.0,3.312920093536377
286000.0,3.313730001449585
288000.0,3.312771797180176
290000.0,3.313110828399658
292000.0,3.3127548694610596
294000.0,3.3128199577331543
296000.0,3.313566207885742
298000.0,3.3133468627929688
300000.0,3.312915802001953
302000.0,3.3135151863098145
304000.0,3.312953472137451
306000.0,3.3133630752563477
308000.0,3.312734365463257
310000.0,3.313229560852051
312000.0,3.313124656677246
314000.0,3.313053607940674
316000.0,3.3131484985351562
318000.0,3.313344717025757
320000.0,3.3130035400390625
322000.0,3.313577175140381
324000.0,3.3129873275756836
326000.0,3.313110828399658
328000.0,3.3134942054748535
330000.0,3.313352108001709
332000.0,3.3133544921875
334000.0,3.3130877017974854
336000.0,3.313246250152588
338000.0,3.3129565715789795
340000.0,3.3129632472991943
342000.0,3.3129894733428955
344000.0,3.3125202655792236
346000.0,3.312912702560425
348000.0,3.312899589538574
350000.0,3.3129703998565674
352000.0,3.3127551078796387
354000.0,3.3127012252807617
356000.0,3.312683582305908
358000.0,3.312983989715576
360000.0,3.312711715698242
362000.0,3.3129281997680664
364000.0,3.312551498413086
366000.0,3.3126745223999023
368000.0,3.3129279613494873
370000.0,3.312883138656616
372000.0,3.3127176761627197
374000.0,3.312988758087158
376000.0,3.3129489421844482
378000.0,3.3129191398620605
380000.0,3.312730312347412
382000.0,3.313051462173462
384000.0,3.3130221366882324
386000.0,3.312880039215088
388000.0,3.3126277923583984
390000.0,3.3127214908599854
392000.0,3.312987804412842
394000.0,3.31282901763916
396000.0,3.3128316402435303
398000.0,3.3128204345703125
400000.0,3.3126220703125
402000.0,3.312762498855591
404000.0,3.312747001647949
406000.0,3.312706708908081
