"step","downstreamPressure_DP167_212,50-0,70-0,37=5.09347"
0.0,2.4335175
1000.0,4.346342
2000.0,4.454502
3000.0,4.5304136
4000.0,4.663719
5000.0,4.660757
6000.0,4.6644096
7000.0,4.702319
8000.0,4.8013406
9000.0,4.871291
10000.0,4.707364
11000.0,4.9119196
12000.0,4.8633165
13000.0,4.917008
14000.0,4.906859
15000.0,4.958686
16000.0,4.9404573
17000.0,4.9364347
18000.0,4.9389877
19000.0,4.897933
20000.0,4.910286
21000.0,4.9840393
22000.0,4.9167624
23000.0,4.9329576
24000.0,4.947646
25000.0,4.9419336
26000.0,4.9622293
27000.0,4.971113
28000.0,4.9628954
29000.0,4.961686
30000.0,4.9135795
31000.0,4.9990816
32000.0,4.9441423
33000.0,4.982957
34000.0,4.9862742
35000.0,4.9876924
36000.0,5.007137
37000.0,4.98289
38000.0,5.0209465
39000.0,4.9952817
40000.0,4.9880714
41000.0,5.036373
42000.0,4.9920216
43000.0,4.976124
44000.0,5.001312
45000.0,4.9966164
46000.0,4.997447
47000.0,5.014906
48000.0,5.03563
49000.0,4.991228
50000.0,4.9982066
51000.0,4.9885006
52000.0,4.9916
53000.0,4.9911184
54000.0,4.980839
55000.0,5.0046525
56000.0,5.02229
57000.0,5.007223
58000.0,4.993019
59000.0,5.044648
60000.0,5.051634
61000.0,5.0237765
62000.0,5.0383854
63000.0,5.0137987
64000.0,5.025427
65000.0,4.9980974
66000.0,5.000085
67000.0,4.999505
68000.0,5.012643
69000.0,4.996938
70000.0,5.0096483
71000.0,4.9984303
72000.0,4.9990554
73000.0,4.997611
74000.0,4.9871335
75000.0,4.992755
76000.0,5.014003
77000.0,5.008466
78000.0,5.0058093
79000.0,5.0024757
80000.0,5.006114
81000.0,4.9794264
82000.0,4.99596
83000.0,4.9837637
84000.0,5.0116844
85000.0,4.9852304
86000.0,4.989006
87000.0,4.9959283
88000.0,4.9948125
89000.0,4.973276
90000.0,4.970895
91000.0,4.980588
92000.0,4.9877486
93000.0,4.9802895
94000.0,5.0595293
95000.0,5.070394
96000.0,5.0448165
97000.0,5.0301466
98000.0,5.0205345
99000.0,4.996131
100000.0,4.9837766
101000.0,4.974762916564941
102000.0,4.97422981262207
103000.0,4.964451313018799
104000.0,4.961542129516602
105000.0,4.960848331451416
106000.0,4.968995094299316
107000.0,4.968981742858887
108000.0,4.959817409515381
109000.0,4.95981502532959
110000.0,4.951602935791016
111000.0,4.940314769744873
112000.0,4.939804553985596
113000.0,4.933938980102539
114000.0,4.930497646331787
115000.0,4.952360153198242
116000.0,4.94597053527832
117000.0,4.941290855407715
118000.0,4.934488773345947
119000.0,4.94099760055542
120000.0,4.927964210510254
121000.0,4.936979293823242
122000.0,4.935713291168213
123000.0,4.9325103759765625
124000.0,4.922667980194092
125000.0,4.927605628967285
126000.0,4.924705505371094
127000.0,4.924148082733154
128000.0,4.924044132232666
129000.0,4.927977085113525
130000.0,4.9263916015625
131000.0,4.928596496582031
132000.0,4.922207832336426
133000.0,4.917756080627441
134000.0,4.945924282073975
135000.0,4.9294819831848145
136000.0,4.9098615646362305
137000.0,4.91236686706543
138000.0,4.9211530685424805
139000.0,4.91276741027832
140000.0,4.912876605987549
141000.0,4.914679527282715
142000.0,4.909684181213379
143000.0,4.90770959854126
144000.0,4.909008979797363
145000.0,4.916741371154785
146000.0,4.904664993286133
147000.0,4.907362937927246
148000.0,4.898504257202148
149000.0,4.9064435958862305
150000.0,4.903424263000488
151000.0,4.949368953704834
152000.0,4.921947479248047
153000.0,4.917978286743164
154000.0,4.909176826477051
155000.0,4.903081893920898
156000.0,4.8983306884765625
157000.0,4.899528980255127
158000.0,4.901722431182861
159000.0,4.898046493530273
160000.0,4.895413398742676
161000.0,4.899561882019043
162000.0,4.908120632171631
163000.0,4.893279075622559
164000.0,4.896674156188965
165000.0,4.895625114440918
166000.0,4.89646053314209
167000.0,4.89619255065918
168000.0,4.895903587341309
169000.0,4.890093803405762
170000.0,4.904903411865234
171000.0,4.90534782409668
172000.0,4.898270606994629
173000.0,4.890100479125977
174000.0,4.8908233642578125
175000.0,4.8872599601745605
176000.0,4.884556770324707
177000.0,4.882839202880859
178000.0,4.884162425994873
179000.0,4.885532379150391
180000.0,4.878291606903076
181000.0,4.878843307495117
182000.0,4.880464553833008
183000.0,4.879338264465332
184000.0,4.87602424621582
185000.0,4.877832412719727
186000.0,4.876157760620117
187000.0,4.877681255340576
188000.0,4.879820346832275
189000.0,4.87230110168457
190000.0,4.875190734863281
191000.0,4.87525749206543
192000.0,4.871757507324219
193000.0,4.87628173828125
194000.0,4.874203681945801
195000.0,4.874378204345703
196000.0,4.87333869934082
197000.0,4.8725080490112305
198000.0,4.869585037231445
199000.0,4.873342514038086
200000.0,4.871910572052002
201000.0,4.87307071685791
202000.0,4.874197959899902
203000.0,4.872381210327148
204000.0,4.8728413581848145
205000.0,4.872515678405762
206000.0,4.876152515411377
207000.0,4.871721267700195
208000.0,4.86800479888916
209000.0,4.872048854827881
210000.0,4.868762969970703
211000.0,4.868712425231934
212000.0,4.868622779846191
213000.0,4.869400501251221
214000.0,4.866966247558594
215000.0,4.869278430938721
216000.0,4.870335578918457
217000.0,4.866867542266846
218000.0,4.866401672363281
219000.0,4.867561340332031
220000.0,4.869515419006348
221000.0,4.866879463195801
222000.0,4.867321968078613
223000.0,4.870949745178223
224000.0,4.867568016052246
225000.0,4.8680033683776855
226000.0,4.871673107147217
227000.0,4.868750095367432
228000.0,4.868453025817871
229000.0,4.867629528045654
230000.0,4.865131378173828
231000.0,4.865139007568359
232000.0,4.865755558013916
233000.0,4.866476058959961
234000.0,4.86448860168457
235000.0,4.866735458374023
236000.0,4.867136001586914
237000.0,4.8654561042785645
238000.0,4.866096496582031
239000.0,4.867647171020508
240000.0,4.866150856018066
241000.0,4.865062713623047
242000.0,4.864260673522949
243000.0,4.8634934425354
244000.0,4.865599632263184
245000.0,4.8642683029174805
246000.0,4.862641334533691
247000.0,4.865235328674316
248000.0,4.862786769866943
249000.0,4.862519264221191
250000.0,4.861082077026367
251000.0,4.862187385559082
252000.0,4.861253261566162
253000.0,4.861130714416504
254000.0,4.862303256988525
255000.0,4.860621452331543
